names,,,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD
licence,,,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57
revised,,,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD
row,year,flu week,SB rate,CS rate,YE rate,MS rate,LC rate,GA rate,FL rate,PR rate,CA rate,PH rate,HI rate,RA rate,LA rate,RO rate,BE rate,VA rate,TO rate,BH rate,BL rate,MA rate,PO rate,RI rate,PW rate,RS rate,TE rate,TR rate,SH rate,SA rate,GL rate,FA rate,SG rate,MC rate,BR rate,ME rate,LI rate,PA rate,GF rate,JE rate,WI rate,MI rate,LN rate,CMHD rate,SB rate,CS count,YE count,MS count,LC count,GA count,FL count,PR count,CA count,PH count,HI count,RA count,LA count,RO count,BE count,VA count,TO count,BH count,BL count,MA count,PO count,RI count,PW count,RS count,TE count,TR count,SH count,SA count,GL count,FA count,SG count,MC count,BR count,ME count,LI count,PA count,GF count,JE count,WI count,MI count,LN count,CMHD count,SB pop,CS pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop
352,7,39,0.000029013,0,0.00001903,0.000025885,0,0.000019217,0.000030708,0,0.000095256,0,0,0,0,0,0,0,0,0.000224366,0,0,0,0,0,0,0,0,0,0,0.000219475,0,0,0,0,0.000542888,0,0,0,0,0,0,0,0,1,0,3,3,0,2,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
353,7,40,0.000203093,0,0,0.000017257,0,0,0,0,0,0,0,0.00004776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411862,0,0,0,0,0,0,0,7,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
354,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
355,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
356,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
357,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
358,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
359,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
360,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
361,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
362,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
363,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
364,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
365,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,81488,157648,115896,66792,104072,97693,1752,10498,4116,16446,41876,29711,11219,9444,7537,4961,13371,6657,7969,6028,11408,6848,9265,6012,685,3596,11466,13669,3091,3628,1739,5788,1842,2428,16098,1308,11770,1047,4125,19230,27103
366,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
367,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
368,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
369,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
370,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
371,8,6,0,0,0,0.00001703,0.00002951,0.000009276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
372,8,7,0,0,0,0.000042575,0,0,0,0,0,0,0,0,0.000033033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
373,8,8,0,0,0,0.00003406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000061151,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
374,8,9,0,0,0,0.000042575,0,0,0,0,0,0,0.000060742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000061151,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
375,8,10,0,0,0.00000629,0.000042575,0,0,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
376,8,11,0,0,0,0.00003406,0,0.000009276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000061151,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
377,8,12,0,0,0.00000629,0.000042575,0.00002951,0,0,0,0,0,0,0.000046989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168464,0,0,0.000061151,0,0.000084097,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
378,8,13,0,0.000012247,0.000044031,0.00003406,0,0,0,0,0,0,0,0,0.000033033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122302,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
379,8,14,0,0,0,0.000042575,0.000014755,0,0,0,0,0,0,0,0.000033033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412031,0,0,0,0,0.000235018,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
380,8,15,0,0.000061234,0,0.000051089,0,0.000037102,0,0,0,0,0,0,0,0,0.000106,0,0,0.00007485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
381,8,16,0,0.000110221,0.00000629,0.00003406,0.000118041,0.00008348,0.00002,0,0.000186986,0.000242777,0.000060742,0,0,0,0.000211999,0,0,0,0,0,0,0.000090588,0,0,0,0,0,0,0.000073314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,8,9,2,0,2,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
382,8,17,0,0.000159208,0.000037741,0.000170298,0.000221327,0.000055653,0.00009,0,0,0.000485555,0.000060742,0.000023495,0.000066065,0.000090106,0.001483994,0,0,0,0,0,0.00033557,0,0.000147167,0,0.000493016,0,0,0,0,0.000332336,0,0,0.000168464,0,0.000412031,0.000244603,0,0,0,0,0,0.000073689,0,13,6,20,15,6,9,0,0,2,1,1,2,1,14,0,0,0,0,0,2,0,1,0,3,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,2,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
383,8,18,0.000231201,0.000477625,0.000150962,0.000332082,0.000560695,0.000213338,0.0004,0,0.000093493,0.000485555,0.000668165,0.000164462,0.000660655,0.000270319,0.002649989,0.000134535,0,0.000973054,0.000447227,0.000611621,0.001342282,0,0.000147167,0.000108131,0.000657354,0,0.000288268,0.000256169,0.000366569,0,0,0,0,0.001620746,0.001236094,0.000428056,0,0.000252292,0,0,0.000154321,0.000847426,8,39,24,39,38,23,40,0,1,2,11,7,20,3,25,1,0,13,3,5,8,0,1,1,4,0,1,3,5,0,0,0,0,3,3,7,0,3,0,0,3,23,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
384,8,19,0.000289001,0.000440885,0.000207573,0.000391686,0.000767267,0.000834802,0.00048,0,0.000093493,0.001699442,0.001032619,0,0.000495491,0.000450532,0.000953996,0.000134535,0.000204666,0.001497006,0.002534287,0.000733945,0,0,0.000735835,0.000216263,0.000657354,0,0.000288268,0,0.000073314,0.000332336,0.000270929,0,0.000336927,0.001620746,0.000412031,0.000305754,0,0.000504583,0,0.000235018,0.000205761,0.000884271,10,36,33,46,52,90,48,0,1,7,17,0,15,5,9,1,1,20,17,6,0,0,5,2,4,0,1,0,1,1,1,0,2,3,1,5,0,6,0,1,4,24,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
385,8,20,0.000375701,0.000857276,0.000339665,0.00051941,0.000944329,0.000519432,0.00048,0,0,0.001942219,0.002125979,0.00030543,0.001387375,0.000720851,0.000847997,0.00026907,0.000409333,0.001197605,0.001490757,0.000978593,0,0,0,0.000324394,0.000493016,0,0.000576535,0.000256169,0.000366569,0,0,0,0.001347709,0,0.001648125,0.000366905,0,0.000504583,0,0,0.000154321,0.000700048,13,70,54,61,64,56,48,0,0,8,35,13,42,8,8,2,2,16,10,8,0,0,0,3,3,0,2,3,5,0,0,0,8,0,4,6,0,6,0,0,3,19,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
386,8,21,0.000838102,0.000881769,0.000434017,0.000476835,0.001962433,0.000751322,0.00091,0,0.000280479,0.004127215,0.001700784,0.000375913,0.001288277,0.000720851,0.001801993,0.001210817,0.000204666,0.002245509,0.000894454,0.001100917,0.00033557,0,0.000588668,0.000865052,0.000657354,0,0,0.00017078,0.000879765,0,0,0,0.001516173,0,0.000824063,0.000122302,0,0.000168194,0,0.000235018,0,0.000884271,29,72,69,56,133,81,91,0,3,17,28,16,39,8,17,9,1,30,6,9,2,0,4,8,4,0,0,2,12,0,0,0,9,0,2,2,0,2,0,1,0,24,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
387,8,22,0.000809202,0.000783795,0.000591269,0.00045129,0.001873903,0.000742046,0.00134,0.000570776,0.00065445,0.004855547,0.001275588,0.000469892,0.001024015,0.002252658,0.000741997,0.000134535,0,0.00261976,0.000149076,0.000978593,0,0.000362352,0.001177336,0.001189446,0.000657354,0,0,0.001110067,0.000659824,0.000997009,0.001354646,0.001164144,0.001347709,0.001080497,0,0.000305754,0,0.000504583,0.001960784,0.000470035,0.000154321,0.000147379,28,64,94,53,127,80,134,1,7,20,21,20,31,25,7,1,0,35,1,8,0,4,8,11,4,0,0,13,9,3,5,2,8,2,0,5,0,6,2,2,3,4,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
