names,,,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD
licence,,,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57
revised,,,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD
row,year,flu week,SB rate,CS rate,YE rate,MS rate,LC rate,GA rate,FL rate,PR rate,CA rate,PH rate,HI rate,RA rate,LA rate,RO rate,BE rate,VA rate,TO rate,BH rate,BL rate,MA rate,PO rate,RI rate,PW rate,RS rate,TE rate,TR rate,SH rate,SA rate,GL rate,FA rate,SG rate,MC rate,BR rate,ME rate,LI rate,PA rate,GF rate,JE rate,WI rate,MI rate,LN rate,CMHD rate,SB rate,CS count,YE count,MS count,LC count,GA count,FL count,PR count,CA count,PH count,HI count,RA count,LA count,RO count,BE count,VA count,TO count,BH count,BL count,MA count,PO count,RI count,PW count,RS count,TE count,TR count,SH count,SA count,GL count,FA count,SG count,MC count,BR count,ME count,LI count,PA count,GF count,JE count,WI count,MI count,LN count,CMHD count,SB pop,CS pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop
18,1,18,0,0.000024543,0.000006741,0,0.000110123,0,0,0,0,0,0.001548467,0,0.000277913,0.000095758,0,0,0,0,0,0,0,0,0,0.000648579,0,0,0,0,0,0,0.003040354,0,0,0,0,0,0,0,0,0,0.000050772,0.000145217,0,2,1,0,7,0,0,0,0,0,25,0,8,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,4,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
19,1,19,0,0,0,0,0.000251711,0,0.000022014,0,0,0,0.002663363,0,0,0.000287274,0,0,0,0,0,0,0,0,0,0.000108096,0,0,0,0,0,0,0.001934771,0,0,0,0,0,0,0,0,0,0,0.000072608,0,0,0,0,16,0,2,0,0,0,43,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
20,1,20,0,0,0,0,0.000204515,0,0.000011007,0.001150086,0,0,0.002787241,0,0.000173696,0.000095758,0,0,0,0,0,0,0,0,0,0.000324289,0,0,0,0,0,0,0.002487562,0,0,0,0,0,0,0,0,0,0.000050772,0,0,0,0,0,13,0,1,2,0,0,45,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
21,1,21,0,0,0,0,0.000456226,0,0,0,0,0,0.002973057,0,0.000138956,0.000287274,0,0,0,0,0,0,0,0,0,0.000108096,0,0,0,0.000087765,0,0,0.002211166,0.000573066,0,0,0,0,0,0,0,0,0,0.000036304,0,0,0,0,29,0,0,0,0,0,48,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,1,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
22,1,22,0,0,0.000006741,0,0.000220247,0,0,0,0,0,0.002973057,0,0.000208435,0.000191516,0,0,0,0,0,0,0,0,0,0.000216193,0,0,0,0.000087765,0,0,0.002763958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,48,0,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
23,1,23,0,0,0,0,0.000377566,0,0,0,0,0,0.002539486,0,0.000277913,0,0.000108073,0,0,0,0,0,0,0,0,0.000108096,0,0,0,0.000263296,0,0,0.001934771,0,0,0,0,0,0,0,0,0,0,0.000072608,0,0,0,0,24,0,0,0,0,0,41,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,2,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
24,1,24,0,0,0.000013481,0,0.000267443,0,0.000011007,0,0,0,0.003716321,0,0.000312652,0.000670305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346141,0.002763958,0,0,0,0,0,0,0,0,0,0,0.000108913,0,0,2,0,17,0,1,0,0,0,60,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,3,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
25,1,25,0,0,0,0,0.000283175,0,0,0,0,0,0.002105915,0,0.000243174,0.000287274,0,0,0,0,0,0,0,0,0,0.000108096,0,0,0,0,0,0,0.001658375,0,0,0,0,0,0,0,0,0,0,0.000108913,0,0,0,0,18,0,0,0,0,0,34,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
26,1,26,0,0,0,0,0,0,0,0,0,0,0.002291731,0.000049612,0.000104217,0.000191516,0,0,0,0,0,0,0,0,0,0.000108096,0,0,0,0.000087765,0,0,0.001381979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
27,1,27,0,0,0,0,0,0,0,0,0,0,0.001610406,0,0.000277913,0,0,0,0,0,0,0,0,0,0,0.000108096,0,0,0,0,0,0,0.001934771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
28,1,28,0,0,0.000006741,0,0.000503422,0,0.000022014,0,0,0,0.002911118,0,0.000138956,0.000095758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,2,0,0,0,47,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
29,1,29,0,0,0.000006741,0,0.000550617,0,0.00003302,0,0,0,0.003220811,0,0.000243174,0.000095758,0,0,0,0,0,0,0,0,0,0.010917739,0,0,0,0,0,0,0,0,0,0.000532481,0,0,0,0,0,0,0,0.000036304,0,0,1,0,35,0,3,0,0,0,52,0,7,1,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
30,1,30,0,0,0,0,0.000361834,0,0,0,0,0,0.002973057,0,0,0.000095758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471955,0,0,0,0,23,0,0,0,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
31,1,31,0,0,0,0,0.000094392,0,0,0,0,0,0.002105915,0,0,0.000095758,0,0,0,0,0,0.000129921,0,0,0,0.000216193,0,0,0,0.000351062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000036304,0,0,0,0,6,0,0,0,0,0,34,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
32,1,32,0,0,0,0.000009138,0.000220247,0.000044641,0.000011007,0,0,0,0.001114896,0,0.000138956,0.000095758,0,0,0,0,0,0,0,0,0,0.000540482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,1,0,0,0,18,0,4,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
33,1,33,0,0,0,0,0.00033037,0,0,0,0,0,0.001300712,0,0.000243174,0.000095758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000532481,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
34,1,34,0,0,0,0,0.000141587,0,0.000011007,0,0,0,0.001548467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000072608,0,0,0,0,9,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
35,1,35,0,0,0,0,0.000094392,0,0,0.000575043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
36,1,36,0,0,0,0,0.000141587,0,0,0,0,0,0,0,0,0.000095758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
37,1,37,0,0,0,0,0.000094392,0,0,0.000575043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
38,1,38,0,0,0,0,0.000094392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
39,1,39,0,0,0,0,0.000094392,0,0,0.000575043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
40,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
41,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
42,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
43,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
45,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
46,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
47,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
48,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
49,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
51,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
52,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
53,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34214,81491,148356,109432,63565,89603,90853,1739,10062,4254,16145,40313,28786,10443,9253,7377,5343,12912,6503,7697,6158,9759,7012,9251,6072,718,3368,11394,13416,2889,3618,1745,5637,1878,2347,15597,1192,11406,1008,4223,19696,27545
54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34374,81674,149702,110172,64242,91295,91236,1738,10090,4191,16385,40357,28968,10493,9205,7458,5151,13054,6573,7643,6189,10142,7077,9331,6057,713,3418,11392,13568,2930,3585,1709,5729,1877,2377,15506,1254,11371,981,4212,19621,27475
55,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34374,81674,149702,110172,64242,91295,91236,1738,10090,4191,16385,40357,28968,10493,9205,7458,5151,13054,6573,7643,6189,10142,7077,9331,6057,713,3418,11392,13568,2930,3585,1709,5729,1877,2377,15506,1254,11371,981,4212,19621,27475
